id_cliente;seg_str;ocupacion;tipo_vivienda;nivel_academico;estado_civil;genero;edad;ingreso_rango;Valor_telecom;edad2
331123;PERSONAL;1;F;T;S;F;28;b. (1.1  2.2MM];203193.44;25-30
331124;PERSONAL;1;I;I;S;M;28;b. (1.1  2.2MM];203743.08;25-30
331134;PERSONAL;1;I;T;F;F;28;b. (1.1  2.2MM];139379.72;25-30
331157;PERSONAL;1;F;U;M;F;28;b. (1.1  2.2MM];292083.45;25-30
331159;PERSONAL;1;I;I;S;M;28;b. (1.1  2.2MM];361514.21;25-30
331162;PERSONAL;1;I;E;S;M;28;b. (1.1  2.2MM];43618.63;25-30
331195;PERSONAL;1;F;H;S;M;28;b. (1.1  2.2MM];359011.82;25-30
331200;PERSONAL;1;I;I;F;F;28;b. (1.1  2.2MM];570965.72;25-30
331210;PERSONAL;1;I;I;S;M;28;b. (1.1  2.2MM];5021.69;25-30
331219;PERSONAL;1;F;U;S;M;28;b. (1.1  2.2MM];406914.27;25-30
331225;PERSONAL;1;I;U;S;F;28;b. (1.1  2.2MM];235630.97;25-30
331239;PERSONAL;1;I;U;S;F;28;b. (1.1  2.2MM];51656.03;25-30
331242;PERSONAL;1;I;I;S;M;28;b. (1.1  2.2MM];82873.68;25-30
331289;PERSONAL;1;F;T;S;M;28;b. (1.1  2.2MM];59010.65;25-30
331301;PERSONAL;1;I;I;S;F;28;b. (1.1  2.2MM];43696.53;25-30
331316;PERSONAL;1;F;I;S;M;28;b. (1.1  2.2MM];64232.29;25-30
331344;PERSONAL;2;I;T;S;F;27;b. (1.1  2.2MM];353952.48;25-30
331347;PERSONAL;1;I;I;S;F;27;b. (1.1  2.2MM];57326.31;25-30
331356;EMPRENDEDOR;3;F;U;F;F;28;b. (1.1  2.2MM];120591.2;25-30
331362;PERSONAL;1;O;U;S;M;27;b. (1.1  2.2MM];75468.26;25-30
331375;PERSONAL;2;I;H;S;F;27;b. (1.1  2.2MM];511274.76;25-30
331382;PERSONAL;1;I;T;S;M;28;b. (1.1  2.2MM];122310.8;25-30
331389;PERSONAL;1;R;U;S;F;27;b. (1.1  2.2MM];658719.93;25-30
331390;PERSONAL;2;I;U;S;M;28;b. (1.1  2.2MM];404735.7;25-30
331409;PERSONAL;1;I;T;S;F;28;b. (1.1  2.2MM];142084.1;25-30
331414;PERSONAL;1;I;U;S;F;27;b. (1.1  2.2MM];37988.28;25-30
331422;PERSONAL;1;F;T;S;M;27;b. (1.1  2.2MM];235113.15;25-30
331427;PERSONAL;1;I;T;S;F;28;b. (1.1  2.2MM];420549.4;25-30
331428;PERSONAL;2;I;I;S;F;27;b. (1.1  2.2MM];58087.53;25-30
331446;PERSONAL;1;I;I;S;M;27;b. (1.1  2.2MM];2163796.6;25-30
331458;PERSONAL;1;F;U;S;M;27;b. (1.1  2.2MM];450934.6;25-30
331481;PERSONAL;1;I;U;S;M;27;b. (1.1  2.2MM];351952.46;25-30
331516;PERSONAL;1;I;T;S;F;27;b. (1.1  2.2MM];93895.32;25-30
331517;PERSONAL;1;I;B;S;F;27;b. (1.1  2.2MM];237573.2;25-30
331518;PERSONAL;2;I;U;S;F;27;b. (1.1  2.2MM];52682.5;25-30
331533;PERSONAL;1;I;T;S;F;27;b. (1.1  2.2MM];697083.24;25-30
331545;PERSONAL;1;I;U;S;F;27;b. (1.1  2.2MM];358908.41;25-30
331547;EMPRENDEDOR;3;F;T;S;F;27;b. (1.1  2.2MM];402463.89;25-30
331588;PERSONAL;1;I;U;S;M;27;b. (1.1  2.2MM];247364.63;25-30
331590;PERSONAL;1;I;U;S;F;27;b. (1.1  2.2MM];217860.56;25-30
331631;PERSONAL;2;F;U;S;M;27;b. (1.1  2.2MM];39498.43;25-30
331652;PERSONAL;1;I;I;S;F;27;b. (1.1  2.2MM];52037.38;25-30
331655;PERSONAL;3;I;U;M;F;27;b. (1.1  2.2MM];73434.26;25-30
331683;PERSONAL;1;I;I;I;M;26;b. (1.1  2.2MM];671374.5;25-30
331687;PERSONAL;1;I;T;S;F;26;b. (1.1  2.2MM];1177324.8;25-30
331690;PERSONAL;1;I;I;S;M;27;b. (1.1  2.2MM];565284.05;25-30
331695;PERSONAL;2;I;U;S;F;27;b. (1.1  2.2MM];504908.4;25-30
331718;PERSONAL;1;I;T;S;F;26;b. (1.1  2.2MM];113854.8;25-30
331732;PERSONAL;1;I;I;S;M;26;b. (1.1  2.2MM];356748.06;25-30
331741;PERSONAL;2;I;I;M;F;26;b. (1.1  2.2MM];83791.38;25-30
331748;PERSONAL;2;I;U;S;F;26;b. (1.1  2.2MM];347357.89;25-30
331779;PERSONAL;1;I;U;S;F;26;b. (1.1  2.2MM];406785.27;25-30
331793;PERSONAL;1;F;U;S;F;32;b. (1.1  2.2MM];71516.72;31-35
331815;PERSONAL;1;I;I;S;M;26;b. (1.1  2.2MM];58950.75;25-30
331818;PERSONAL;1;I;T;S;F;26;b. (1.1  2.2MM];90222.14;25-30
331826;PERSONAL;1;R;U;F;F;26;b. (1.1  2.2MM];104765.64;25-30
331827;PERSONAL;1;I;S;S;F;26;b. (1.1  2.2MM];219141.37;25-30
331834;PERSONAL;1;I;T;S;M;26;b. (1.1  2.2MM];94130.76;25-30
331847;PERSONAL;1;I;I;S;M;26;b. (1.1  2.2MM];195963.19;25-30
331854;PERSONAL;1;I;I;S;F;27;b. (1.1  2.2MM];475605.25;25-30
331880;PERSONAL;2;I;I;S;F;26;b. (1.1  2.2MM];599421.45;25-30
331919;PERSONAL;1;I;U;S;F;26;b. (1.1  2.2MM];133247.49;25-30
331932;PERSONAL;2;I;I;S;M;25;b. (1.1  2.2MM];337664.45;25-30
331944;PERSONAL;1;I;T;D;F;25;b. (1.1  2.2MM];125154.4;25-30
331949;PERSONAL;1;I;T;S;M;26;b. (1.1  2.2MM];90113.89;25-30
331957;PERSONAL;1;F;U;S;M;25;b. (1.1  2.2MM];1084616.1;25-30
331959;PERSONAL;1;I;U;S;M;26;b. (1.1  2.2MM];567870.21;25-30
331967;PERSONAL;1;F;U;S;M;25;b. (1.1  2.2MM];19445.17;25-30
331975;PERSONAL;1;F;T;F;M;25;b. (1.1  2.2MM];709834.35;25-30
331976;PERSONAL;2;I;U;S;M;25;b. (1.1  2.2MM];118067.84;25-30
331985;PERSONAL;1;F;U;S;M;25;b. (1.1  2.2MM];134871.4;25-30
331993;PERSONAL;1;I;U;F;F;25;b. (1.1  2.2MM];532510.18;25-30
332008;PERSONAL;1;I;I;S;M;26;b. (1.1  2.2MM];120697.03;25-30
332021;PERSONAL;1;I;T;S;F;25;b. (1.1  2.2MM];557129.65;25-30
332043;PERSONAL;1;I;T;I;F;25;b. (1.1  2.2MM];138291.9;25-30
332054;PERSONAL;1;I;B;F;F;25;b. (1.1  2.2MM];266853.07;25-30
332058;PERSONAL;2;F;I;S;M;25;b. (1.1  2.2MM];168385.54;25-30
332063;PERSONAL;2;F;H;D;M;25;b. (1.1  2.2MM];712733.67;25-30
332070;PERSONAL;1;I;I;S;F;25;b. (1.1  2.2MM];132039.62;25-30
332074;PERSONAL;1;I;U;S;F;25;b. (1.1  2.2MM];291600.43;25-30
332084;PERSONAL;1;I;T;S;F;25;b. (1.1  2.2MM];207793.13;25-30
332088;PERSONAL;1;F;U;S;M;25;b. (1.1  2.2MM];178715.28;25-30
332093;PERSONAL;1;I;I;S;M;25;b. (1.1  2.2MM];55882.16;25-30
332102;EMPRENDEDOR;1;I;B;S;F;25;b. (1.1  2.2MM];420739.88;25-30
332106;PERSONAL;1;F;I;M;M;25;b. (1.1  2.2MM];173082.81;25-30
332109;PERSONAL;2;F;H;S;F;25;b. (1.1  2.2MM];181813.28;25-30
332118;PERSONAL;1;F;H;S;M;25;b. (1.1  2.2MM];128839.8;25-30
332158;PERSONAL;2;I;B;S;M;25;b. (1.1  2.2MM];133484.55;25-30
332162;PERSONAL;E;F;U;S;F;25;b. (1.1  2.2MM];425046.09;25-30
332168;PERSONAL;2;I;U;S;F;25;b. (1.1  2.2MM];125608.1;25-30
332183;PERSONAL;2;I;I;S;M;25;b. (1.1  2.2MM];119625.06;25-30
332200;PERSONAL;1;I;T;S;M;25;b. (1.1  2.2MM];222864.59;25-30
332205;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];120462.97;menos 25
332213;PERSONAL;2;I;I;S;F;24;b. (1.1  2.2MM];210332.8;menos 25
332220;PERSONAL;1;I;U;S;F;24;b. (1.1  2.2MM];355253.79;menos 25
332224;PERSONAL;2;R;P;S;F;24;b. (1.1  2.2MM];297532.5;menos 25
332241;PERSONAL;1;I;N;S;F;24;b. (1.1  2.2MM];411569.76;menos 25
332258;PERSONAL;1;I;I;S;M;24;b. (1.1  2.2MM];544757.7;menos 25
332269;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];502742.53;menos 25
332270;PERSONAL;1;I;I;S;M;24;b. (1.1  2.2MM];697689.12;menos 25
332276;PERSONAL;1;I;T;M;F;24;b. (1.1  2.2MM];45853.83;menos 25
332285;PERSONAL;2;I;B;S;F;24;b. (1.1  2.2MM];173719.1;menos 25
332299;PERSONAL;1;I;T;S;F;24;b. (1.1  2.2MM];334312.42;menos 25
332305;PERSONAL;3;I;U;S;M;24;b. (1.1  2.2MM];177541.2;menos 25
332316;PERSONAL;E;I;T;S;M;24;b. (1.1  2.2MM];1384124;menos 25
332325;PERSONAL;2;I;I;S;F;24;b. (1.1  2.2MM];73952.68;menos 25
332341;PERSONAL;2;I;U;S;F;24;b. (1.1  2.2MM];145647.33;menos 25
332342;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];50306.4;menos 25
332369;PERSONAL;1;I;N;S;F;24;b. (1.1  2.2MM];108371.2;menos 25
332397;PERSONAL;1;I;T;S;F;23;b. (1.1  2.2MM];246250.24;menos 25
332400;PERSONAL;2;I;H;S;F;24;b. (1.1  2.2MM];373399.74;menos 25
332410;PERSONAL;2;I;U;S;F;23;b. (1.1  2.2MM];28189.93;menos 25
332412;PERSONAL;2;F;I;S;M;23;b. (1.1  2.2MM];106988.5;menos 25
332414;PERSONAL;2;I;I;I;F;23;b. (1.1  2.2MM];218455.24;menos 25
332427;PERSONAL;1;I;B;S;M;23;b. (1.1  2.2MM];345908.1;menos 25
332430;PERSONAL;1;I;I;S;M;23;b. (1.1  2.2MM];131885.82;menos 25
332438;PERSONAL;2;I;I;S;M;23;b. (1.1  2.2MM];82744.36;menos 25
332443;PERSONAL;1;I;T;S;F;23;b. (1.1  2.2MM];196213.73;menos 25
332452;PERSONAL;2;I;I;S;M;23;b. (1.1  2.2MM];40725.99;menos 25
332458;PERSONAL;1;I;U;S;F;23;b. (1.1  2.2MM];317080.03;menos 25
332484;PERSONAL;1;I;U;S;M;23;b. (1.1  2.2MM];1757181.53;menos 25
332492;PERSONAL;1;I;B;S;M;23;b. (1.1  2.2MM];713951.8;menos 25
332495;PERSONAL;2;I;I;S;M;23;b. (1.1  2.2MM];43126.06;menos 25
332501;PERSONAL;1;I;H;S;M;23;b. (1.1  2.2MM];62714.63;menos 25
332504;PERSONAL;2;F;H;S;F;23;b. (1.1  2.2MM];43126.24;menos 25
332508;PERSONAL;1;I;I;S;F;23;b. (1.1  2.2MM];791120.32;menos 25
332530;PERSONAL;2;F;T;S;M;23;b. (1.1  2.2MM];69612.85;menos 25
332555;PERSONAL;2;I;H;I;F;22;b. (1.1  2.2MM];819275.3;menos 25
332573;PERSONAL;1;I;I;S;F;22;b. (1.1  2.2MM];178676.57;menos 25
332665;PERSONAL;1;I;I;I;F;22;b. (1.1  2.2MM];241051.9;menos 25
332684;PERSONAL;1;I;B;S;M;22;b. (1.1  2.2MM];228166.46;menos 25
332696;PERSONAL;1;I;T;S;F;22;b. (1.1  2.2MM];538233.18;menos 25
332711;PERSONAL;2;I;U;S;F;22;b. (1.1  2.2MM];354973.95;menos 25
332724;PERSONAL;1;I;I;S;F;22;b. (1.1  2.2MM];352095.79;menos 25
332752;PERSONAL;1;I;U;S;M;21;b. (1.1  2.2MM];26335.89;menos 25
332784;PERSONAL;2;I;H;S;F;21;b. (1.1  2.2MM];237838.37;menos 25
332792;PERSONAL;2;I;N;S;F;21;b. (1.1  2.2MM];74021.42;menos 25
332810;PERSONAL;2;I;P;S;F;21;b. (1.1  2.2MM];122685.52;menos 25
332817;PERSONAL;2;I;B;S;F;21;b. (1.1  2.2MM];11939.58;menos 25
332849;PERSONAL;2;I;U;S;M;20;b. (1.1  2.2MM];14952.55;menos 25
332866;PERSONAL;2;I;H;S;F;20;b. (1.1  2.2MM];52212.89;menos 25
332867;PERSONAL;P;I;I;S;F;20;b. (1.1  2.2MM];195214.8;menos 25
332941;PERSONAL;2;I;I;S;F;28;b. (1.1  2.2MM];175446.54;25-30
332944;PERSONAL;1;I;U;S;F;28;b. (1.1  2.2MM];46822.01;25-30
332950;PERSONAL;1;I;U;S;F;28;b. (1.1  2.2MM];35429.24;25-30
332966;PERSONAL;1;I;T;S;M;28;b. (1.1  2.2MM];67839.31;25-30
333013;PERSONAL;1;O;U;S;F;28;b. (1.1  2.2MM];44042.9;25-30
333031;PERSONAL;1;I;T;S;F;28;b. (1.1  2.2MM];193780.92;25-30
333043;PERSONAL;S;I;S;S;F;28;b. (1.1  2.2MM];415966;25-30
333046;PERSONAL;1;I;I;S;F;28;b. (1.1  2.2MM];360980.5;25-30
333092;PERSONAL;5;I;I;S;F;28;b. (1.1  2.2MM];47995.44;25-30
333099;PERSONAL;1;F;U;S;M;27;b. (1.1  2.2MM];226493.24;25-30
333115;EMPRENDEDOR;1;I;I;S;F;28;b. (1.1  2.2MM];313279.63;25-30
333128;PERSONAL;1;I;U;S;F;27;b. (1.1  2.2MM];89687.92;25-30
333169;PERSONAL;2;I;U;S;F;27;b. (1.1  2.2MM];99833.11;25-30
333171;PERSONAL;1;F;U;S;M;27;b. (1.1  2.2MM];324591.39;25-30
333197;PERSONAL;1;I;H;S;F;27;b. (1.1  2.2MM];128775.2;25-30
333211;PERSONAL;1;I;S;S;F;27;b. (1.1  2.2MM];207116.97;25-30
333227;PERSONAL;1;I;U;S;F;27;b. (1.1  2.2MM];257642.46;25-30
333234;PERSONAL;1;I;T;S;M;27;b. (1.1  2.2MM];34383.46;25-30
333250;PERSONAL;1;I;T;S;M;27;b. (1.1  2.2MM];13899.34;25-30
333262;PERSONAL;P;I;U;S;M;27;b. (1.1  2.2MM];90263.11;25-30
333265;PERSONAL;1;I;I;S;M;27;b. (1.1  2.2MM];85379.75;25-30
333282;PERSONAL;I;I;B;S;M;27;b. (1.1  2.2MM];584126.9;25-30
333304;PERSONAL;1;I;N;S;F;27;b. (1.1  2.2MM];160255.22;25-30
333308;PERSONAL;1;I;U;S;M;27;b. (1.1  2.2MM];1350862.7;25-30
333350;PERSONAL;1;I;I;I;M;27;b. (1.1  2.2MM];199850.2;25-30
333371;PERSONAL;2;F;U;S;F;27;b. (1.1  2.2MM];636527.67;25-30
333373;PERSONAL;1;I;I;S;F;27;b. (1.1  2.2MM];572803.89;25-30
333389;PERSONAL;1;I;I;I;M;27;b. (1.1  2.2MM];48081.19;25-30
333416;PERSONAL;1;I;T;S;M;26;b. (1.1  2.2MM];100459.7;25-30
333423;PERSONAL;1;I;T;S;F;26;b. (1.1  2.2MM];145002.4;25-30
333427;PERSONAL;P;I;I;S;F;26;b. (1.1  2.2MM];39907.82;25-30
333429;PERSONAL;1;F;U;S;F;26;b. (1.1  2.2MM];184850.67;25-30
333430;PERSONAL;1;I;U;S;F;26;b. (1.1  2.2MM];122680.41;25-30
333437;PERSONAL;1;F;U;S;F;26;b. (1.1  2.2MM];317006.97;25-30
333440;PERSONAL;2;I;B;S;M;26;b. (1.1  2.2MM];671790.88;25-30
333445;PERSONAL;2;I;I;S;F;26;b. (1.1  2.2MM];125328.33;25-30
333448;PERSONAL;2;F;H;S;F;26;b. (1.1  2.2MM];119472.1;25-30
333469;PERSONAL;1;I;U;S;M;26;b. (1.1  2.2MM];11724.88;25-30
333474;PERSONAL;1;I;U;S;M;26;b. (1.1  2.2MM];238728;25-30
333482;PERSONAL;1;I;T;M;M;26;b. (1.1  2.2MM];1001101.3;25-30
333494;PERSONAL;1;I;H;S;M;26;b. (1.1  2.2MM];76174.21;25-30
333515;PERSONAL;2;I;I;S;F;26;b. (1.1  2.2MM];91321.02;25-30
333535;PERSONAL;1;I;T;S;F;26;b. (1.1  2.2MM];88629.19;25-30
333537;PERSONAL;2;I;I;D;F;26;b. (1.1  2.2MM];98866.14;25-30
333539;PERSONAL;2;I;I;S;M;26;b. (1.1  2.2MM];473645.32;25-30
333542;PERSONAL;1;I;I;S;M;26;b. (1.1  2.2MM];74256.72;25-30
333553;PERSONAL;1;I;U;S;F;26;b. (1.1  2.2MM];33914.37;25-30
333555;PERSONAL;2;I;I;S;F;26;b. (1.1  2.2MM];50865.83;25-30
333559;PERSONAL;2;I;U;S;F;26;b. (1.1  2.2MM];137559.6;25-30
333561;PERSONAL;1;I;T;S;F;26;b. (1.1  2.2MM];198441.4;25-30
333566;PERSONAL;O;I;I;S;F;26;b. (1.1  2.2MM];389531.9;25-30
333570;PERSONAL;1;O;I;S;M;26;b. (1.1  2.2MM];50125.31;25-30
333573;PERSONAL;1;I;T;S;F;26;b. (1.1  2.2MM];9581.32;25-30
333580;PERSONAL;1;I;U;S;M;26;b. (1.1  2.2MM];174259.07;25-30
333584;PERSONAL;1;I;U;S;M;26;b. (1.1  2.2MM];61394.53;25-30
333589;PERSONAL;2;I;U;S;F;26;b. (1.1  2.2MM];123911.3;25-30
333594;PERSONAL;1;F;T;S;F;26;b. (1.1  2.2MM];305112.93;25-30
333634;PERSONAL;1;I;U;S;M;26;b. (1.1  2.2MM];46352.39;25-30
333636;PERSONAL;1;I;T;S;F;25;b. (1.1  2.2MM];1244841.14;25-30
333651;PERSONAL;2;I;U;S;M;25;b. (1.1  2.2MM];65040.92;25-30
333653;PERSONAL;S;I;U;S;F;25;b. (1.1  2.2MM];822659.82;25-30
333666;PERSONAL;1;I;U;S;F;26;b. (1.1  2.2MM];327391.49;25-30
333700;PERSONAL;2;I;H;S;F;25;b. (1.1  2.2MM];64936.53;25-30
333738;PERSONAL;1;I;I;S;F;25;b. (1.1  2.2MM];629894.84;25-30
333746;PERSONAL;1;I;I;S;F;25;b. (1.1  2.2MM];136614.28;25-30
333766;PERSONAL;1;I;U;S;F;25;b. (1.1  2.2MM];142008.7;25-30
333781;PERSONAL;1;I;I;S;F;25;b. (1.1  2.2MM];301547.89;25-30
333790;PERSONAL;2;I;U;S;M;25;b. (1.1  2.2MM];13011.73;25-30
333848;PERSONAL;1;I;T;S;F;25;b. (1.1  2.2MM];529094.31;25-30
333855;PERSONAL;1;I;H;S;M;25;b. (1.1  2.2MM];42015.11;25-30
333863;PERSONAL;1;I;I;S;M;25;b. (1.1  2.2MM];845486.3;25-30
333864;PERSONAL;1;I;I;S;M;25;b. (1.1  2.2MM];1062437.42;25-30
333884;PERSONAL;1;I;U;S;F;24;b. (1.1  2.2MM];57998.59;menos 25
333887;PERSONAL;2;I;T;S;M;24;b. (1.1  2.2MM];53529.63;menos 25
333889;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];71227;menos 25
333901;PERSONAL;2;I;I;S;F;24;b. (1.1  2.2MM];43151.68;menos 25
333902;PERSONAL;1;I;T;S;M;24;b. (1.1  2.2MM];167848.45;menos 25
333911;PERSONAL;P;R;P;S;F;24;b. (1.1  2.2MM];383854.85;menos 25
333932;PERSONAL;2;I;U;S;F;25;b. (1.1  2.2MM];766324.64;25-30
333936;PERSONAL;1;F;U;S;F;24;b. (1.1  2.2MM];289211.56;menos 25
333945;PERSONAL;E;I;U;S;F;24;b. (1.1  2.2MM];291183.03;menos 25
333965;PERSONAL;2;I;I;I;M;24;b. (1.1  2.2MM];119919.27;menos 25
333966;PERSONAL;2;F;P;S;M;24;b. (1.1  2.2MM];1429100.18;menos 25
333972;PERSONAL;P;I;U;S;F;24;b. (1.1  2.2MM];82405.92;menos 25
333998;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];241645.7;menos 25
334016;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];86984.81;menos 25
334018;PERSONAL;2;F;U;S;M;24;b. (1.1  2.2MM];205594.1;menos 25
334020;PERSONAL;2;I;I;S;F;24;b. (1.1  2.2MM];439930.49;menos 25
334038;PERSONAL;1;I;T;S;M;24;b. (1.1  2.2MM];214337.5;menos 25
334042;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];68656.19;menos 25
334046;PERSONAL;2;I;I;S;F;24;b. (1.1  2.2MM];170166.56;menos 25
334048;PERSONAL;1;F;U;S;M;24;b. (1.1  2.2MM];115446.4;menos 25
334063;PERSONAL;1;I;E;S;F;24;b. (1.1  2.2MM];386844.6;menos 25
334070;PERSONAL;2;I;U;S;F;24;b. (1.1  2.2MM];196339.5;menos 25
334074;PERSONAL;P;I;U;S;F;24;b. (1.1  2.2MM];154487.23;menos 25
334075;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];47092.96;menos 25
334133;PERSONAL;1;I;U;S;M;23;b. (1.1  2.2MM];534327.2;menos 25
334144;PERSONAL;S;I;I;S;F;23;b. (1.1  2.2MM];92227.26;menos 25
334150;PERSONAL;2;I;I;S;M;23;b. (1.1  2.2MM];190131.76;menos 25
334187;PERSONAL;1;I;I;S;M;23;b. (1.1  2.2MM];1460587.66;menos 25
334198;PERSONAL;2;I;I;S;M;23;b. (1.1  2.2MM];94472.84;menos 25
334215;PERSONAL;1;F;P;S;F;23;b. (1.1  2.2MM];46003.37;menos 25
334239;PERSONAL;2;I;I;S;F;23;b. (1.1  2.2MM];77869.08;menos 25
334273;PERSONAL;2;I;I;S;M;23;b. (1.1  2.2MM];57626.42;menos 25
334292;PERSONAL;2;F;U;S;M;23;b. (1.1  2.2MM];160092.2;menos 25
334305;PERSONAL;1;I;I;S;F;23;b. (1.1  2.2MM];510096.15;menos 25
334311;PERSONAL;1;I;N;S;F;23;b. (1.1  2.2MM];178421.29;menos 25
334323;PERSONAL;2;I;B;S;F;22;b. (1.1  2.2MM];95702.58;menos 25
334326;PERSONAL;2;I;I;S;F;22;b. (1.1  2.2MM];300189.25;menos 25
334327;PERSONAL;1;I;I;S;M;23;b. (1.1  2.2MM];84319.77;menos 25
334340;PERSONAL;2;I;I;S;M;22;b. (1.1  2.2MM];58851.02;menos 25
334373;PERSONAL;2;I;I;S;F;22;b. (1.1  2.2MM];2302527.63;menos 25
334374;PERSONAL;2;F;H;S;F;22;b. (1.1  2.2MM];362769.65;menos 25
334385;PERSONAL;2;I;I;S;M;22;b. (1.1  2.2MM];439026.74;menos 25
334410;PERSONAL;2;I;U;S;M;22;b. (1.1  2.2MM];44354;menos 25
334435;PERSONAL;2;I;I;S;M;22;b. (1.1  2.2MM];244084.06;menos 25
334444;PERSONAL;0;I;I;I;F;22;b. (1.1  2.2MM];148588;menos 25
334483;PERSONAL;1;I;H;S;M;22;b. (1.1  2.2MM];331562.97;menos 25
334511;PERSONAL;2;I;I;S;F;21;b. (1.1  2.2MM];142373.4;menos 25
334514;PERSONAL;1;I;U;S;F;21;b. (1.1  2.2MM];102169.56;menos 25
334553;PERSONAL;1;I;I;F;M;22;b. (1.1  2.2MM];93808.38;menos 25
334594;PERSONAL;2;I;I;S;M;21;b. (1.1  2.2MM];1591309.23;menos 25
334679;PERSONAL;2;I;H;S;M;20;b. (1.1  2.2MM];89017.63;menos 25
334710;PERSONAL;2;I;I;S;F;20;b. (1.1  2.2MM];68167.42;menos 25
334721;PERSONAL;2;I;P;S;F;20;b. (1.1  2.2MM];336549.75;menos 25
334736;PERSONAL;1;I;I;S;F;19;b. (1.1  2.2MM];54645.74;menos 25
334747;PERSONAL;2;I;H;S;M;19;b. (1.1  2.2MM];357149.56;menos 25
334776;PERSONAL;2;I;I;S;M;19;b. (1.1  2.2MM];167641.27;menos 25
334819;PERSONAL;2;I;I;S;M;27;b. (1.1  2.2MM];409556.38;25-30
334828;PERSONAL;1;I;T;S;M;27;b. (1.1  2.2MM];314185.95;25-30
334864;PERSONAL;1;I;U;S;M;27;b. (1.1  2.2MM];430287.77;25-30
334886;PERSONAL;3;F;I;S;F;26;b. (1.1  2.2MM];59319.35;25-30
334905;PERSONAL;1;I;U;S;F;26;b. (1.1  2.2MM];45474.55;25-30
334917;PERSONAL;1;I;H;S;M;26;b. (1.1  2.2MM];53284.15;25-30
334924;PERSONAL;2;I;U;S;F;26;b. (1.1  2.2MM];628111.77;25-30
334938;PERSONAL;2;F;I;S;M;26;b. (1.1  2.2MM];191869.74;25-30
334953;PERSONAL;1;F;U;S;M;26;b. (1.1  2.2MM];897861.47;25-30
334958;PERSONAL;1;F;T;M;F;26;b. (1.1  2.2MM];276673;25-30
334959;PERSONAL;1;F;T;S;F;26;b. (1.1  2.2MM];120267.04;25-30
334976;PERSONAL;1;I;I;M;M;26;b. (1.1  2.2MM];324663.05;25-30
335022;PERSONAL;1;I;T;S;M;25;b. (1.1  2.2MM];655071.2;25-30
335046;PERSONAL;P;I;U;F;F;26;b. (1.1  2.2MM];148937.1;25-30
335050;PERSONAL;1;I;H;S;F;25;b. (1.1  2.2MM];557112.58;25-30
335051;EMPRENDEDOR;3;I;U;S;F;25;b. (1.1  2.2MM];123362.95;25-30
335065;PERSONAL;4;I;I;I;F;25;b. (1.1  2.2MM];332346.4;25-30
335066;PERSONAL;1;F;U;S;M;25;b. (1.1  2.2MM];49353.78;25-30
335073;PERSONAL;2;I;I;S;F;25;b. (1.1  2.2MM];108091;25-30
335079;PERSONAL;1;I;T;S;M;25;b. (1.1  2.2MM];178543.36;25-30
335084;PERSONAL;1;I;T;S;M;25;b. (1.1  2.2MM];128295.43;25-30
335093;PERSONAL;1;I;I;S;M;25;b. (1.1  2.2MM];801151.25;25-30
335121;PERSONAL;9;I;U;S;M;25;b. (1.1  2.2MM];73724.87;25-30
335152;PERSONAL;1;I;T;S;F;25;b. (1.1  2.2MM];103650.1;25-30
335164;PERSONAL;1;I;T;S;M;25;b. (1.1  2.2MM];481194.55;25-30
335192;PERSONAL;2;I;U;S;F;25;b. (1.1  2.2MM];90099.4;25-30
335202;PERSONAL;1;I;H;S;M;24;b. (1.1  2.2MM];106387.03;menos 25
335219;PERSONAL;1;I;I;S;F;25;b. (1.1  2.2MM];47147.7;25-30
335224;PERSONAL;1;I;I;D;F;24;b. (1.1  2.2MM];83599.77;menos 25
335248;PERSONAL;2;I;I;S;M;24;b. (1.1  2.2MM];34702.15;menos 25
335269;PERSONAL;P;I;U;S;F;24;b. (1.1  2.2MM];168062.3;menos 25
335293;PERSONAL;E;F;T;S;F;24;b. (1.1  2.2MM];1086613.35;menos 25
335294;PERSONAL;2;O;P;M;M;24;b. (1.1  2.2MM];41446.57;menos 25
335303;PERSONAL;1;I;P;S;M;24;b. (1.1  2.2MM];109692;menos 25
335315;PERSONAL;E;I;I;S;F;24;b. (1.1  2.2MM];157142.66;menos 25
335325;PERSONAL;2;I;H;S;F;24;b. (1.1  2.2MM];1048237;menos 25
335326;PERSONAL;1;I;I;S;M;24;b. (1.1  2.2MM];334345.26;menos 25
335329;PERSONAL;1;I;I;S;F;24;b. (1.1  2.2MM];480281.98;menos 25
335369;PERSONAL;1;I;I;S;M;23;b. (1.1  2.2MM];293493.61;menos 25
335373;PERSONAL;2;I;I;S;M;23;b. (1.1  2.2MM];1130477.8;menos 25
335374;PERSONAL;2;I;I;S;F;23;b. (1.1  2.2MM];315554.56;menos 25
335380;PERSONAL;2;I;H;S;M;23;b. (1.1  2.2MM];56267.86;menos 25
335444;PERSONAL;1;I;I;S;F;23;b. (1.1  2.2MM];842340.16;menos 25
